user_id,created_at,updated_at,years_of_experience,license_number,verification_status,clinic_name,clinic_address
580d1a69-e105-4edd-9813-b47ff9ffea9b,2025-11-07 04:51:06+05:30,2026-06-29 04:51:06+05:30,5,LIC-27484-AEEP,pending,Arnold-Reyes,"PSC 8214, Box 6584, APO AE 37573"
638c83bc-f94f-4b4e-80a3-5072ecb0a739,2025-12-13 10:02:55+05:30,2026-04-18 10:02:55+05:30,24,LIC-49972-CIEW,approved,Arnold-Daniels,"39636 Louis Mountains Suite 627, East Wayneshire, MA 13655"
4a5c7288-9488-4a5f-a4a3-dcdfff380c81,2025-11-13 17:19:55+05:30,2026-03-27 17:19:55+05:30,24,LIC-71870-UJAP,approved,Jones LLC,"158 Finley Road Suite 809, East Crystalport, IN 98381"
7f64fda4-6333-47fa-ad5c-cba6f7f09219,2025-12-24 11:20:35+05:30,2026-10-18 11:20:35+05:30,13,LIC-16117-KSTB,pending,Nguyen Inc,"2386 George Common Suite 937, East Steven, KS 60737"
c17fe1ee-4074-4146-a112-ccd00fe3d527,2025-11-23 02:43:14+05:30,2026-02-01 02:43:14+05:30,17,LIC-40748-KECW,pending,"Evans, Hayden and Vaughn","67136 Andrews Squares Suite 064, New Michelleton, PW 79983"
6f652814-63cc-489c-be35-bc74f23c84d8,2025-12-20 00:02:38+05:30,2026-01-13 00:02:38+05:30,28,LIC-74395-OOMN,pending,Byrd-Le,"104 Johnson Lakes, North Renee, MD 98474"
528e6e9f-354e-433d-87fc-dca2a98e4b6b,2025-11-14 19:21:21+05:30,2026-10-01 19:21:21+05:30,6,LIC-62328-XHGR,approved,Scott Group,"Unit 4517 Box 1236, DPO AP 48443"
0a42a1a9-929e-4789-9959-3a83ff3c819f,2025-12-19 21:46:44+05:30,2026-07-23 21:46:44+05:30,20,LIC-16048-HDXR,pending,"Chambers, Richards and Carson","USS Leonard, FPO AA 03781"
2941f141-8c41-4520-9028-6dc567916a18,2025-12-16 06:24:47+05:30,2026-06-29 06:24:47+05:30,20,LIC-98593-PEOD,rejected,"Turner, Ortiz and Taylor","USNV Ferrell, FPO AE 13240"
d0110463-96f0-41f2-ad4c-ea4f6b93468a,2025-11-19 17:31:33+05:30,2026-08-16 17:31:33+05:30,9,LIC-38267-XQVS,rejected,"Barnes, Newton and Moore","9640 Robinson Mills, Port Michael, TX 48648"
bc39c9e4-b9f5-4fce-b222-55d5c4da5da6,2025-11-17 00:42:49+05:30,2025-11-22 00:42:49+05:30,22,LIC-85064-MHDF,approved,"Lewis, Fowler and Maddox","29318 Brenda Via Apt. 529, West Micheleberg, DC 71308"
023dfe80-7931-4bb4-a641-5ce7419b7980,2025-12-25 00:48:18+05:30,2026-12-09 00:48:18+05:30,29,LIC-42102-AWYY,approved,Chapman Inc,"68117 Strickland Passage, South Williamton, VA 86864"
4bc7086d-c548-49e6-919a-601c1be95c01,2025-12-06 16:03:30+05:30,2026-04-21 16:03:30+05:30,25,LIC-84700-EZBR,approved,Henry Group,"9212 Weber Prairie, Oscarhaven, LA 59970"
c714a151-508d-40b3-9e4d-a408b023afdb,2025-11-05 08:57:36+05:30,2026-01-01 08:57:36+05:30,10,LIC-89611-PPXJ,pending,"Glenn, Jordan and Beasley","6156 Ortega Landing Apt. 711, North Ryanstad, AS 17555"
4bd3b21e-edd0-447d-ae9f-77c78be3d3ca,2025-11-29 18:01:39+05:30,2026-07-19 18:01:39+05:30,1,LIC-80988-VQHA,rejected,Russo-Pugh,"9451 Eric Orchard, Port Daniel, PR 73411"
1bac51df-a83b-45c4-87b7-68e1333d7f7f,2025-12-22 10:37:27+05:30,2026-05-05 10:37:27+05:30,17,LIC-51493-ZBJX,approved,"Austin, Day and Johnson","USNV Johnson, FPO AA 92605"
c047334b-697d-48e2-a02c-9934433091a4,2025-11-26 07:23:34+05:30,2026-08-12 07:23:34+05:30,30,LIC-45502-JKQZ,pending,Thomas Ltd,"Unit 1836 Box 6752, DPO AA 41347"
6168af9a-a3a8-4b00-950c-890c22ec9fae,2025-12-05 20:03:13+05:30,2026-10-21 20:03:13+05:30,10,LIC-59910-JKWN,approved,Craig LLC,"9764 Kari Crescent Suite 614, Roseport, AZ 29404"
43290a2a-6c08-4e32-8371-911ee5a0706e,2025-12-22 21:48:10+05:30,2026-09-07 21:48:10+05:30,20,LIC-69003-TNXI,pending,Roberts-Wilson,"26838 Jones Wall Apt. 607, Port Lawrencechester, OK 53509"
4269266e-58da-4da1-9a25-e544f5c2bbb7,2025-11-26 01:46:40+05:30,2026-06-05 01:46:40+05:30,25,LIC-64160-UKZN,pending,Collier-Gillespie,"69681 Harrell Summit, Jeffreyburgh, CA 67411"
b5c6221a-e42f-4070-ad5c-ef0484ffdc43,2025-11-10 23:27:28+05:30,2026-08-08 23:27:28+05:30,30,LIC-18835-WUPJ,pending,Garcia LLC,"127 Webster Trace, Maldonadoshire, SD 83770"
7c7a1b9f-82e2-48c5-834a-130ef8a91838,2025-12-10 13:27:34+05:30,2026-05-24 13:27:34+05:30,16,LIC-95527-EECO,pending,Hogan-Vargas,"7700 Decker Club, New Brookefurt, NH 76565"
ef1961e4-7b19-4100-b78d-6be7fc758a4a,2025-11-21 06:44:21+05:30,2026-05-25 06:44:21+05:30,29,LIC-80793-UMEG,rejected,Rosario Group,"182 John Mill Suite 889, West Nathan, LA 51280"
0b79cc70-1982-4c43-8a52-0a1801585e2e,2025-11-26 04:15:48+05:30,2026-05-02 04:15:48+05:30,8,LIC-65905-EVGJ,pending,"Hughes, King and York","Unit 9251 Box 9254, DPO AP 92052"
5a335c14-402c-4f39-be6a-c02bab2b4732,2025-11-26 23:35:51+05:30,2026-09-12 23:35:51+05:30,3,LIC-62914-JYPY,pending,Li-Santiago,"685 Michael Falls, West Stacey, NM 25667"
52385f78-0ca3-43ec-9af5-19dd7654815b,2025-12-14 15:26:17+05:30,2026-08-19 15:26:17+05:30,27,LIC-32214-YGGX,pending,"Conley, Stephenson and Johnson","622 Marie Trail, Lake Samuel, MT 48250"
74f620f6-05fb-423d-9588-53e206219172,2025-11-22 19:44:47+05:30,2026-08-21 19:44:47+05:30,25,LIC-37947-OIPT,pending,Mckee-Lee,"4688 Burch Viaduct Apt. 924, Lake Timothystad, OH 13947"
a2fc224c-00ff-4956-8ebf-0e743afa8d91,2025-12-10 21:36:36+05:30,2026-11-12 21:36:36+05:30,16,LIC-81412-RCGJ,rejected,Davis-Lozano,"60685 Paul Common Suite 305, Port Jennifermouth, WY 19643"
72e95fd0-a5e3-496e-9b8d-675a11071e37,2025-12-02 15:24:26+05:30,2026-02-24 15:24:26+05:30,9,LIC-20472-WTEC,approved,"Smith, Miller and Scott","43410 Robert Underpass Suite 117, Lake Zacharybury, VT 19319"
76f7f6b2-7876-4686-9d1b-2735af49f542,2025-11-21 14:40:51+05:30,2026-09-27 14:40:51+05:30,14,LIC-46095-PKAL,rejected,"Barnett, Mills and Ward","USS Myers, FPO AA 06207"
36bae979-cd56-4565-a06f-08584ad94ca1,2025-12-15 11:14:07+05:30,2026-09-17 11:14:07+05:30,25,LIC-65405-YEWP,approved,"Sandoval, Garcia and Perkins","58527 Welch Valleys, North Jennifer, NH 05348"
f241e2b7-60db-4d4d-af8f-039c85552c01,2025-12-20 18:30:08+05:30,2026-04-01 18:30:08+05:30,23,LIC-43030-UTGZ,pending,"Kennedy, Johnson and Lucas","541 Kim Locks, Klinefurt, MA 24987"
4dc8c4a6-3996-49bd-8ac8-c1be5e9181d6,2025-11-07 06:25:19+05:30,2026-10-16 06:25:19+05:30,21,LIC-77584-ZFUB,pending,Jordan and Sons,"15447 Jackson Mills Suite 705, Hillton, CA 88474"
d7759fc6-ab3e-499e-9d22-972094fc09f7,2025-11-10 18:36:24+05:30,2026-08-01 18:36:24+05:30,15,LIC-65820-JMRY,pending,Johnson-Jones,"6909 Erika Land Suite 719, New Michael, MD 85640"
3ec8b4de-2b64-48b3-a758-8e88715d9718,2025-11-25 03:59:24+05:30,2026-03-20 03:59:24+05:30,3,LIC-43102-FHYJ,pending,Green LLC,"473 Derek Cliffs, Thompsonmouth, CO 89882"
a0952b70-d64a-480b-a518-a2286b6fd247,2025-12-19 05:10:45+05:30,2026-10-16 05:10:45+05:30,18,LIC-55188-STKT,pending,"Ho, Little and Leon","23705 Mcdonald Plaza, New Nicole, CA 41040"
ff6fa8c8-49dc-40ef-a3d4-4ce6d76bd843,2025-11-12 07:34:36+05:30,2026-03-04 07:34:36+05:30,1,LIC-67866-KEIU,pending,"Jones, Owens and Holmes","68018 Kevin Estates, Sarahbury, MI 68513"
d86f475b-ce02-4a58-bd6a-f7541b9424f0,2025-11-29 18:43:02+05:30,2026-10-18 18:43:02+05:30,2,LIC-41438-RIOT,pending,"Ferguson, Shaw and Jackson","USNS Jackson, FPO AP 94955"
c35deedb-b9d3-444e-ab04-3301ffaaa552,2025-12-16 21:53:30+05:30,2026-01-01 21:53:30+05:30,28,LIC-95900-FCPX,pending,"Baker, Clark and Armstrong","8447 Linda Spur, Evansland, UT 08353"
6cad9478-37b6-4b87-ae88-5f2499638068,2025-11-29 02:37:37+05:30,2026-08-19 02:37:37+05:30,8,LIC-27677-NVMJ,pending,Hensley-Flores,"Unit 5625 Box 8815, DPO AE 61642"
8e8abcf5-8150-44c4-b845-0a5e23ab6794,2025-12-10 12:23:56+05:30,2026-08-15 12:23:56+05:30,7,LIC-14732-GDSY,approved,"Barnes, Estes and Barrera","27877 Jimenez Course Suite 873, New Michael, AR 37378"
25315dad-a733-4e2a-8e7d-7f2e1cb79781,2025-11-21 00:08:19+05:30,2026-09-09 00:08:19+05:30,19,LIC-79748-AGBI,pending,Luna-Gallagher,"98358 Jones Parkways Suite 849, East Theresafurt, MN 44945"
bc1aa582-708b-4f0b-a4aa-a5058e35efd2,2025-11-12 05:12:29+05:30,2026-07-12 05:12:29+05:30,26,LIC-85239-GZGC,pending,Williams Ltd,"729 Mark Ridge Suite 269, Brittneyhaven, MP 67310"
b6580d42-8695-4a64-aef5-8ec0dff0a05f,2025-12-10 22:50:13+05:30,2026-01-27 22:50:13+05:30,4,LIC-87947-BXVR,approved,Whitney PLC,"749 Jennifer Prairie, Jacksonfurt, FL 89725"
8e947d22-c8df-4029-a752-5435f2861621,2025-12-22 23:37:31+05:30,2026-06-21 23:37:31+05:30,14,LIC-30913-BCUA,pending,Gutierrez and Sons,"028 Ann Shore Suite 865, South Rhonda, MA 72102"
530cc5a3-99b8-45de-b6e2-b4f8e992ab45,2025-11-18 05:10:47+05:30,2025-12-15 05:10:47+05:30,22,LIC-54973-PRJT,approved,David LLC,"757 Castro Underpass, Keithshire, TX 71698"
28938fce-43ce-424c-a9d2-f8ebc1fa2f3a,2025-12-02 22:59:49+05:30,2026-10-28 22:59:49+05:30,4,LIC-66524-CSTF,pending,Bradshaw-Douglas,"84842 Christina Radial, East Brent, MH 70105"
6540d775-60a5-4f00-a29d-cef775f34ca2,2025-11-07 03:43:04+05:30,2026-04-29 03:43:04+05:30,26,LIC-33016-VTEG,approved,"Townsend, Smith and Pierce","USCGC Delgado, FPO AA 63081"
db4ef4ba-09b8-4d00-870b-01efa3023180,2025-11-14 09:34:40+05:30,2026-03-21 09:34:40+05:30,7,LIC-34540-XFPK,pending,Nichols Ltd,"62067 Sharon Well, Nancytown, ME 74944"
ba014f7d-f76e-4a98-89f3-a03de01675c3,2025-11-13 09:24:59+05:30,2026-06-30 09:24:59+05:30,5,LIC-91547-PIHF,pending,Rosales Group,"2742 Jill Turnpike, Ashleyborough, HI 80580"
11d9dfce-65a9-42e8-a333-fb1d6513cb66,2025-11-28 05:55:58+05:30,2026-04-19 05:55:58+05:30,15,LIC-66851-ZQGL,pending,Woods and Sons,"74549 Jose Lake Apt. 017, Erikhaven, MH 92717"
95c9fde2-8706-4aa3-b1bf-d9f9326a6ee5,2025-12-06 21:18:38+05:30,2026-01-13 21:18:38+05:30,15,LIC-41459-OOIE,approved,Gibson PLC,"339 Alicia Pines Suite 191, Port Amyhaven, ID 75566"
6dc0a3af-f76b-4d5f-b9b0-38d2c81f51e5,2025-12-01 03:19:51+05:30,2026-09-08 03:19:51+05:30,4,LIC-82258-CHRN,pending,"Aguilar, Davis and Dixon","86790 Chambers Inlet Apt. 640, New Charles, NE 45659"
c2b65f58-9e86-45e7-8dc4-7a6b94d3f9c5,2025-11-08 14:19:33+05:30,2026-08-11 14:19:33+05:30,27,LIC-18017-CSAL,pending,Cannon Ltd,"6766 Felicia Shore Apt. 512, Ricebury, MP 00956"
7a5c1879-f83e-4f1a-bdb9-a41ca74361bc,2025-12-20 22:26:06+05:30,2026-02-05 22:26:06+05:30,30,LIC-04786-IYOP,approved,Reed-Hill,"USS Johnson, FPO AP 55451"
9f7d9379-afe8-41b3-a3eb-ccbb95f49feb,2025-11-05 12:21:13+05:30,2026-03-06 12:21:13+05:30,6,LIC-90331-GMCC,pending,"Powers, Brennan and Sanchez","83028 Young Street Suite 995, West Nancy, TN 68822"
00feed6b-3df1-42c6-ba6d-88df8233394f,2025-11-29 19:04:10+05:30,2026-08-02 19:04:10+05:30,7,LIC-36440-JLVL,approved,"Shelton, Peters and Williams","566 Kevin Ferry Suite 334, Port Steven, AR 74214"
fb7ce335-2c2e-4c59-bf38-b75af7951291,2025-11-29 09:19:40+05:30,2025-12-29 09:19:40+05:30,6,LIC-66882-YPQN,pending,Lucas-Nielsen,"304 Nunez Rapids, Port Charlesshire, VA 88509"
c34dd547-8b1b-49d7-b61e-ab4968a68979,2025-12-12 10:54:26+05:30,2026-06-29 10:54:26+05:30,9,LIC-83735-TANM,rejected,"Wilson, Key and Mendoza","3854 Owens Run, Kylestad, NY 65680"
8b97f62e-a55c-48b6-b65b-d1af3ac8b7e3,2025-12-01 19:23:41+05:30,2026-07-21 19:23:41+05:30,10,LIC-71753-XUAC,pending,"Shields, Figueroa and Smith","2353 Hudson Gardens Suite 854, Levyfort, NH 22551"
798b3ab9-1ae8-40a2-ae24-5f5967402de2,2025-11-13 17:54:37+05:30,2026-08-24 17:54:37+05:30,22,LIC-52287-LIPD,approved,"Johnson, Bradford and Landry","2312 Jeffery Motorway, Brucefort, TN 64445"
1e1304ef-24dc-44a5-a3ed-1bc391d275ec,2025-11-06 13:01:27+05:30,2026-01-24 13:01:27+05:30,7,LIC-00886-ABHU,pending,Nichols-Mitchell,"11823 Christine Glen Suite 461, Susanmouth, OK 32378"
66871fce-1cab-4ec0-8a46-3f984f05ab62,2025-12-02 06:51:24+05:30,2025-12-31 06:51:24+05:30,19,LIC-34101-ZYYJ,approved,Brown-Smith,"5918 Jerry Ways Suite 401, Rachelshire, TN 04813"
c3ccb3e0-9e14-4ee5-b362-3f00e5ece98e,2025-11-20 18:39:12+05:30,2025-12-21 18:39:12+05:30,24,LIC-25039-JWTZ,pending,Evans PLC,"856 Krystal Spurs Apt. 850, South Jesseland, MA 79821"
930574dc-8a51-4c9d-a17f-abf89bf794ee,2025-11-09 10:43:37+05:30,2025-12-04 10:43:37+05:30,19,LIC-99650-ORYC,pending,Perez-Tran,"961 Yates Station, North Josephfurt, VT 83587"
67f50c0e-3bb3-4373-84bb-d34d6c7a703b,2025-11-27 01:48:21+05:30,2026-08-25 01:48:21+05:30,6,LIC-26551-FATC,pending,Juarez-Garcia,"8886 Anthony Knoll Apt. 995, Smithchester, MS 11602"
16339087-c3cc-4f62-bfea-144b1e3122cf,2025-12-13 01:49:22+05:30,2026-08-30 01:49:22+05:30,3,LIC-83982-RYKI,approved,Turner-Snyder,"6471 King Gateway Suite 993, Rodriguezport, AL 52365"
fc928e70-84a2-4467-830b-1ac4ae77d84c,2025-12-10 07:24:27+05:30,2026-01-14 07:24:27+05:30,20,LIC-59657-VBPM,pending,Evans PLC,"USNS Mendoza, FPO AE 52699"
63badd9e-8649-4c04-9ab1-708052816a1f,2025-11-06 10:32:28+05:30,2026-03-06 10:32:28+05:30,13,LIC-54793-UYRY,pending,Diaz-Frederick,"807 Samuel Highway, Port Melaniechester, TX 65945"
b16a1540-ce30-4c49-ac30-536eaac9dc55,2025-11-22 18:18:14+05:30,2026-09-09 18:18:14+05:30,8,LIC-24342-TBYY,approved,Cole PLC,"868 Krystal Lake Apt. 135, Lake Cheyenne, OK 85046"
60be2267-e7e0-435b-8de6-fce2dfb6e8f0,2025-12-22 00:31:29+05:30,2026-01-11 00:31:29+05:30,20,LIC-65610-GQOG,pending,"Stone, Carpenter and Johnston","9825 Timothy Hill Suite 112, Larrymouth, WY 27615"
df9b876c-5077-4dc9-804a-26826a851a55,2025-11-19 19:04:32+05:30,2026-10-21 19:04:32+05:30,19,LIC-87571-CUSC,approved,Jones-Williams,"1238 Andrea Isle, Mullenbury, AS 53591"
f371a453-2d2a-4d20-a40b-385fe3a0060d,2025-12-18 13:01:36+05:30,2026-05-28 13:01:36+05:30,30,LIC-22660-VNMC,pending,"Jordan, Smith and Lewis","182 Nguyen Mount, West Emilyfort, NC 84270"
21c9f219-e299-4f6d-bd8a-8ce7f15df60b,2025-12-08 06:38:31+05:30,2026-11-15 06:38:31+05:30,23,LIC-59696-LHWW,pending,Williamson-Cervantes,"912 Wilson Inlet Apt. 252, Barnesberg, OK 50794"
56932234-bdf5-46e7-b523-5121f0b485d2,2025-11-18 21:27:50+05:30,2026-04-02 21:27:50+05:30,13,LIC-62782-JKFS,pending,Lopez Group,"72368 Ortiz Overpass Suite 772, New Anthonybury, LA 04786"
0311519a-0031-4e32-adaf-652e58f0fa8b,2025-12-18 03:50:47+05:30,2026-11-13 03:50:47+05:30,10,LIC-43842-XDKV,pending,Dunn-Wilson,"078 Veronica Cove Apt. 407, Michaelland, NV 15887"
bb010016-b9a8-4b8e-b59c-03fbe4dc168b,2025-12-23 12:00:04+05:30,2026-01-29 12:00:04+05:30,1,LIC-33959-OBKN,pending,Glover and Sons,"498 Mario Squares Suite 494, East Sydneychester, PW 08271"
cc27bd7d-55ed-4429-8fc8-0eb2baa8afaf,2025-11-16 09:18:15+05:30,2026-08-31 09:18:15+05:30,4,LIC-42232-TUPW,pending,"Long, Thomas and Chen","1168 Neal Wells Suite 775, Port Kimland, VA 60590"
aee1b75d-cf8d-4933-97eb-b9fde10624dd,2025-11-09 17:00:43+05:30,2026-02-26 17:00:43+05:30,17,LIC-51863-BNFR,pending,Clayton-Morgan,"0017 David Walks Apt. 770, Harrisberg, FM 85697"
e6693d04-51b4-4cca-8cc7-8f17d26b8a8c,2025-12-12 20:45:13+05:30,2026-06-08 20:45:13+05:30,29,LIC-42415-QFXQ,pending,"Martin, Sanders and Torres","1103 Miller Ramp, New Erin, AL 01557"
f8473f90-8a15-4d63-93a8-71658f443cf9,2025-11-15 01:17:45+05:30,2026-03-20 01:17:45+05:30,12,LIC-51627-EOYF,pending,"Shaffer, Garcia and Richardson","21890 Scott Stravenue Apt. 269, Heathland, MH 13669"
655c380e-878c-4c55-bd10-650d21808292,2025-12-07 02:48:52+05:30,2026-07-19 02:48:52+05:30,27,LIC-21965-BUYI,approved,Hill Inc,"043 Julie Hill Apt. 376, East Victorland, NC 02082"
a63b0c99-9ddc-456d-b3e1-b1ff66f68ee8,2025-11-14 05:32:35+05:30,2026-04-17 05:32:35+05:30,20,LIC-55269-AXIR,rejected,Farmer Inc,"43006 Fuller Parkway, Hendersonfurt, CO 84457"
5353b452-d0ae-4b08-b217-42a443f178a1,2025-11-23 10:56:54+05:30,2026-10-23 10:56:54+05:30,17,LIC-88924-FTFG,pending,Mccann and Sons,"146 Brian Corners Suite 179, West Elizabethburgh, DE 02161"
78d5f1f4-6b14-4513-93f7-5fa97766bad6,2025-11-15 02:35:04+05:30,2026-08-25 02:35:04+05:30,10,LIC-20275-HHYU,rejected,Jackson-Martinez,"105 Nelson Circles Suite 917, Dixonton, NM 74803"
